count,hate_speech,offensive_language,neither,class,tweet,tweet_clean,tweet_lemma,tweet_nouns,tweet_sym,tweet_verbs,tweet_nv,num_tokens
3,2,1,0,0,"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",hashtaghere    i do the pontiac sprinkler    nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,hashtaghere     i do the pontiac sprinkler     nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,,,pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,20
3,3,0,0,0,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",hashtaghere can get a job at the naacp  or as the ag  i hear they like  diversity and tolerance   as long as you ain t a cracker hashtaghere,hashtaghere can get a job at the naacp   or as the ag   i hear -PRON- like   diversity and tolerance    as long as -PRON- ain t a cracker hashtaghere,job naacp ag diversity tolerance t cracker,,can hear like ain,job naacp ag diversity tolerance t cracker can hear like ain,32
3,2,1,0,0,#Virginia is full of white trash.,hashtaghere is full of white trash,hashtaghere be full of white trash,hashtaghere trash,,,hashtaghere trash,6
3,2,1,0,0,#WestVirginia is full of white trash.,hashtaghere is full of white trash,hashtaghere be full of white trash,hashtaghere trash,,,hashtaghere trash,6
3,0,3,0,1,#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;,hashtaghere      tattoo our bitches to corrupt as many men as possible to hashtaghere and being a hashtaghere hashtaghere hashtaghere gt,hashtaghere       tattoo -PRON- bitch to corrupt as many man as possible to hashtaghere and be a hashtaghere hashtaghere hashtaghere gt,hashtaghere tattoo bitch man hashtaghere gt,,corrupt,hashtaghere tattoo bitch man hashtaghere gt corrupt,21
3,0,3,0,1,#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho,hashtaghere        rt mentionhere  there are a few badd ones but idk  mixxed bitches is really where its at tho,hashtaghere         rt mentionhere   there be a few badd one but idk   mixxed bitch be really where -PRON- at tho,hashtaghere rt mentionhere one idk bitch tho,,,hashtaghere rt mentionhere one idk bitch tho,22
3,2,0,1,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",hashtaghere are merely a hashtaghere indicator that something is wrong gt  do not celebrate as  unique indiviuals  for they are hashtaghere gt,hashtaghere be merely a hashtaghere indicator that something be wrong gt   do not celebrate as   unique indiviual   for -PRON- be hashtaghere gt,hashtaghere indicator indiviual,,celebrate,hashtaghere indicator indiviual celebrate,25
3,3,0,0,0,#firefighter is a job for white trash,hashtaghere is a job for white trash,hashtaghere be a job for white trash,job trash,,,job trash,7
6,0,6,0,1,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS,hashtaghere this bitch has his nose pierced                          urlhere,hashtaghere this bitch have -PRON- nose pierce                           urlhere,bitch nose,,pierce,bitch nose pierce,9
3,0,3,0,1,"#longhair don't care got my #gayboyproblems everywhere, I'm a #bitch I'm a #champ, I'm totally full of&#8230; http://t.co/Qia88qGmWh",hashtaghere don t care got my hashtaghere everywhere  i m a hashtaghere i m a hashtaghere  i m totally full of    urlhere,hashtaghere don t care get -PRON- hashtaghere everywhere   i m a hashtaghere i m a hashtaghere   i m totally full of     urlhere,don t care hashtaghere m hashtaghere m hashtaghere,,get m,don t care hashtaghere m hashtaghere m hashtaghere get m,25
3,2,0,1,0,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,hashtaghere hashtaghere hashtaghere hashtaghere urlhere,hashtaghere hashtaghere hashtaghere hashtaghere urlhere,hashtaghere hashtaghere hashtaghere,,,hashtaghere hashtaghere hashtaghere,5
3,0,3,0,1,#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it,hashtaghere witcha bitch pussy pussy inda hood ona sofa wit plastic on it,hashtaghere witcha bitch pussy pussy inda hood ona sofa wit plastic on -PRON-,bitch pussy inda hood ona sofa wit plastic,,witcha,bitch pussy inda hood ona sofa wit plastic witcha,13
3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole http://t.co/bKYeoUwWv2",hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere    hashtaghere   squirting pussy and fingered asshole urlhere,hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere     hashtaghere    squirt pussy and finger asshole urlhere,hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere pussy asshole,,squirt finger,hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere pussy asshole squirt finger,15
3,0,3,0,1,"#real RT @ImTooMuch: RT @d_lac: RT @WeavusChrist: RT @Tone314: Don't tell me if my gf was a hoe before me, if I'm happy.",hashtaghere rt mentionhere  rt mentionhere  rt mentionhere  rt mentionhere  don t tell me if my gf was a hoe before me  if i m happy,hashtaghere rt mentionhere   rt mentionhere   rt mentionhere   rt mentionhere   don t tell -PRON- if -PRON- gf be a hoe before -PRON-   if i m happy,rt mentionhere rt mentionhere rt mentionhere rt mentionhere don t gf hoe,,tell m,rt mentionhere rt mentionhere rt mentionhere rt mentionhere don t gf hoe tell m,30
3,0,3,0,1,#tbt to when i used to be good at rapping...now ima bitch &#128542;&#128299; http://t.co/6RV4jiJpRD,hashtaghere to when i used to be good at rapping   now ima bitch        urlhere,hashtaghere to when i use to be good at rap    now -PRON- be going to bitch         urlhere,going to bitch,,use rap be,going to bitch use rap be,18
3,0,3,0,1,&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5,rt mentionhere  rt mentionhere  a piece of pussy urlhere,rt mentionhere   rt mentionhere   a piece of pussy urlhere,rt mentionhere rt mentionhere piece pussy,,,rt mentionhere rt mentionhere piece pussy,11
3,1,2,0,1,&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,never been a coon grew up with bokoo coons tho but never was  i did some coon shit tho,never be a coon grow up with bokoo coon tho but never be   i do some coon shit tho,coon coon tho coon shit tho,,grow,coon coon tho coon shit tho grow,20
3,2,1,0,0,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,mentionhere  racist all month    fuck u honkey,mentionhere   racist all month     fuck u honkey,mentionhere racist month fuck u honkey,,,mentionhere racist month fuck u honkey,9
3,2,1,0,0,&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,rt mentionhere  lmfao rt mentionhere  if you watching porn  amp  beating off  amp  yo homie text u  amp  it show his name in the banner you re a faggot,rt mentionhere   lmfao rt mentionhere   if -PRON- watch porn   amp   beat off   amp   yo homie text u   amp   -PRON- show -PRON- name in the banner -PRON- re a faggot,rt mentionhere lmfao mentionhere porn amp amp yo homie text u amp name banner faggot,,rt watch beat show re,rt mentionhere lmfao mentionhere porn amp amp yo homie text u amp name banner faggot rt watch beat show re,37
3,2,1,0,0,&#128514;&#128514; fucc nicca yu pose to be pullin up,fucc nicca yu pose to be pullin up,fucc nicca yu pose to be pullin up,fucc nicca yu,,pose,fucc nicca yu pose,8
3,2,1,0,0,"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",i just said that rt mentionhere  my tl gotta chill with this pretty face challenge foolishness  y all hoes agg,i just say that rt mentionhere   -PRON- tl get to chill with this pretty face challenge foolishness   y all hoe agg,rt mentionhere tl face challenge foolishness y hoe,,say get chill,rt mentionhere tl face challenge foolishness y hoe say get chill,23
3,0,3,0,1,"&#128514;&#128514;&#128514;&#128514; &#128128;&#128128; &#8220;@LisforLex: No bitch go away &#9995;""@subnorbot1: @Tats_NSnapbacks @LisforLex @LisforLex tu puta madre @carlosnoodles""&#8221;",mentionhere  no bitch go away     mentionhere  mentionhere mentionhere mentionhere tu puta madre mentionhere,mentionhere   no bitch go away      mentionhere   mentionhere mentionhere mentionhere tu puta madre mentionhere,mentionhere bitch mentionhere mentionhere mentionhere mentionhere tu puta madre mentionhere,,go,mentionhere bitch mentionhere mentionhere mentionhere mentionhere tu puta madre mentionhere go,16
6,0,6,0,1,&#128514;&#128514;&#128514;&#128514;&#128514; brittany bitch u my dog man &#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#128553;&#128553;&#128553;&#128553;&#128553;&#128553;&#128569;&#128569;&#128584;&#128584;&#128584;&#128584;,brittany bitch u my dog man,brittany bitch u -PRON- dog man,brittany bitch u dog man,,,brittany bitch u dog man,6
3,0,3,0,1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before""",mentionhere  that pussy is just        imma assume she just had a baby like  the day before,mentionhere   that pussy be just         imma assume -PRON- just have a baby like   the day before,mentionhere pussy assume baby day,,,mentionhere pussy assume baby day,19
3,1,2,0,1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops.""",mentionhere  you a faggot if you eat pork chops,mentionhere   -PRON- a faggot if -PRON- eat pork chop,mentionhere faggot pork chop,,eat,mentionhere faggot pork chop eat,10
3,2,1,0,0,&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,rt mentionhere  them st  charlotte goon niccas gon fkkk around and burn bank of america stadium down,rt mentionhere   -PRON- st   charlotte goon niccas gon fkkk around and burn bank of america stadium down,rt mentionhere st charlotte goon niccas gon burn bank america stadium,,fkkk,rt mentionhere st charlotte goon niccas gon burn bank america stadium fkkk,19
3,2,1,0,0,&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,rt mentionhere  they recruited buku fags in here       a warehouse is no place for them,rt mentionhere   -PRON- recruit buku fag in here        a warehouse be no place for -PRON-,rt mentionhere buku warehouse place,,recruit fag,rt mentionhere buku warehouse place recruit fag,17
3,0,2,1,1,"&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko

&#164;&#176;&#164;&#176; gino &#176;&#164;&#176;&#164;",como se llama el ni   o m   s delgado de jap   n  yocomo poko              gino,como se llama el ni    o m    s delgado de jap    n   yocomo poko               gino,como se llama el ni m s delgado de jap yocomo poko gino,,,como se llama el ni m s delgado de jap yocomo poko gino,20
3,2,0,1,0,"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf",lbum de fotos  gaywrites  in the making  a project by and for queer students at harvard  highlights the    urlhere,lbum de fotos   gaywrite   in the making   a project by and for queer student at harvard   highlight the     urlhere,lbum de fotos gaywrite making project queer student harvard,,highlight,lbum de fotos gaywrite making project queer student harvard highlight,24
4,3,1,0,0,&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,mentionhere  this is awkward u fag mentionhere mentionhere urlhere   wonder who s awesome tank that is,mentionhere   this be awkward u fag mentionhere mentionhere urlhere    wonder who s awesome tank that be,mentionhere u fag mentionhere mentionhere urlhere wonder tank,,s,mentionhere u fag mentionhere mentionhere urlhere wonder tank s,18
3,0,3,0,1,"&#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically, it takes &#9996;&#65039;.",mentionhere   mentionhere     mentionhere  i can t remember all the girls i ve smashed           on god     hoe shit    not technically  it takes,mentionhere    mentionhere      mentionhere   i can t remember all the girl i ve smash            on god      hoe shit     not technically   -PRON- take,mentionhere mentionhere mentionhere girl god hoe shit,,can t remember ve smash take,mentionhere mentionhere mentionhere girl god hoe shit can t remember ve smash take,28
3,2,1,0,0,"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""",mentionhere  if u ask me  every bitch gay   or  bi,mentionhere   if u ask -PRON-   every bitch gay    or   bi,mentionhere bitch gay bi,,ask,mentionhere bitch gay bi ask,14
3,0,2,1,1,&#8220;@Black_Angelo25: First time with 3. Lol http://t.co/mITmFPvVLw&#8221; yuhhhh we hit that hoe!!,mentionhere  first time with   lol urlhere   yuhhhh we hit that hoe,mentionhere   first time with    lol urlhere    yuhhhh -PRON- hit that hoe,mentionhere time lol hoe,,yuhhhh hit,mentionhere time lol hoe yuhhhh hit,14
3,0,3,0,1,"&#8220;@CharlieDayQuote: Viet-goddamn-nam, that's what happened! Go get me a beer, bitch!&#8221; @John_Colman",mentionhere  viet goddamn nam  that s what happened  go get me a beer  bitch     mentionhere,mentionhere   viet goddamn nam   that s what happen   go get -PRON- a beer   bitch      mentionhere,mentionhere viet goddamn nam beer bitch mentionhere,,s happen go,mentionhere viet goddamn nam beer bitch mentionhere s happen go,20
